author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/311341337/,Москва,sale,flat,20,21,2,67.5,-1,0,55000000.0,Беговой,Ленинградский проспект,29к2,Динамо,Царская площадь
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/317339732/,Москва,sale,flat,31,36,2,72.0,-1,0,55000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/314133290/,Москва,sale,flat,24,48,3,155.5,-1,0,55500000.0,Хорошево-Мневники,проспект Маршала Жукова,78,Народное Ополчение,Континенталь
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316239113/,Москва,sale,flat,41,41,3,84.0,-1,0,55500000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/310916939/,Москва,sale,flat,6,25,2,89.0,-1,0,56000000.0,Пресненский,Шмитовский проезд,16С1,Улица 1905 года,Шмитовский 16
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316937966/,Москва,sale,flat,3,26,2,63.7,-1,0,57900000.0,Красносельский,Садовая-Спасская ,21/1,Красные ворота,
RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/309910230/,Москва,sale,flat,37,39,3,95.0,-1,0,58000000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/312727133/,Москва,sale,flat,8,9,3,90.0,-1,0,58500000.0,Дорогомилово,Кутузовский проспект,5/3,Киевская,
RICHMOND REALTY,real_estate_agent,https://www.cian.ru/sale/flat/316734113/,Москва,sale,flat,14,35,2,102.7,-1,0,59000000.0,Раменки, Василия Ланового,7с1,Мичуринский проспект,Событие
RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/312677611/,Москва,sale,flat,30,38,3,100.2,-1,0,59900000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
ID 510179,unknown,https://www.cian.ru/sale/flat/312706709/,Москва,sale,flat,4,23,3,100.0,-1,0,62800000.0,Филевский парк,Кастанаевская ,24,Филёвский парк,Изумруд
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/311611882/,Москва,sale,flat,25,38,3,144.0,-1,0,63000000.0,Раменки,Мосфильмовская ,70к1,Ломоносовский проспект,Воробьевы Горы
Эльмира Эмирова,realtor,https://www.cian.ru/sale/flat/317806386/,Москва,sale,flat,14,30,3,120.0,-1,0,64000000.0,Щукино,Авиационная ,79,Щукинская,Алые Паруса
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/315205512/,Москва,sale,flat,6,10,2,65.0,-1,0,65000000.0,Дорогомилово,,3к8,Парк Победы,Виктори Парк Резиденсез ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312630744/,Москва,sale,flat,5,17,2,73.1,-1,0,64500000.0,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/315882080/,Москва,sale,flat,11,21,3,119.0,-1,0,65900000.0,Раменки,Минская ,1ГК1,Ломоносовский проспект,Золотые Ключи 2
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316387365/,Москва,sale,flat,8,22,3,123.3,-1,0,66000000.0,Пресненский,Шмитовский проезд,16С2,Москва-Сити,Шмитовский 16
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315395420/,Москва,sale,flat,32,44,3,88.0,-1,0,66150000.0,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/316010015/,Москва,sale,flat,14,31,3,108.3,-1,0,69400000.0,Очаково-Матвеевское,Нежинская ,1к4,Славянский бульвар,Кутузовская Ривьера
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314945841/,Москва,sale,flat,10,14,3,91.9,-1,0,70000000.0,Раменки,Минская ,1ГсА,Минская,Собрание клубных домов West Garden
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/316753584/,Москва,sale,flat,7,10,3,99.0,-1,0,69900000.0,Раменки, Янковского,1к1,Аминьевская,Событие
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301573903/,Москва,sale,flat,5,6,3,80.0,-1,0,70000000.0,Пресненский,Мерзляковский переулок,5/1,Арбатская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301669584/,Москва,sale,flat,2,12,3,102.0,-1,0,72000000.0,Раменки,проспект Генерала Дорохова,39к2А,Минская,Собрание клубных домов West Garden
SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/317664210/,Москва,sale,flat,5,20,3,160.0,-1,0,72500000.0,Раменки,Минская ,1ГК3,Ломоносовский проспект,Золотые Ключи 2
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315363714/,Москва,sale,flat,17,23,3,106.5,-1,0,75000000.0,Хорошево-Мневники, Нижние Мневники,16к5,Терехово ,Остров
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302300251/,Москва,sale,flat,9,9,3,88.7,-1,0,75000000.0,Дорогомилово,Бережковская набережная,12,Киевская,
Марина Шанцева,realtor,https://www.cian.ru/sale/flat/315509023/,Москва,sale,flat,6,8,3,75.0,-1,0,76000000.0,Хорошево-Мневники, Нижние Мневники,10,Терехово ,Остров
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/316658193/,Москва,sale,flat,21,38,3,103.0,-1,0,77000000.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314745543/,Москва,sale,flat,15,15,3,110.2,-1,0,79000000.0,Нагатинский затон, Корабельная,3А,Нагатинский Затон,Ривер Парк Коломенское
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302552929/,Москва,sale,flat,2,7,3,90.0,-1,0,80000000.0,Пресненский,Большой Козихинский переулок,19/6,Тверская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312866792/,Москва,sale,flat,8,17,3,111.5,-1,0,79900000.0,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312891018/,Москва,sale,flat,4,6,2,75.0,-1,0,83400000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315643056/,Москва,sale,flat,7,17,2,73.0,-1,0,84000000.0,Пресненский, Сергея Макеева,9к2,Улица 1905 года,RedSide
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/313996353/,Москва,sale,flat,2,6,2,52.2,-1,0,83900000.0,Арбат,Староконюшенный переулок,45,Арбатская,Клубный дом на Арбате
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311855903/,Москва,sale,flat,3,13,3,139.7,-1,0,85000000.0,Тверской,Краснопролетарская ,9К2,Новослободская,
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302461199/,Москва,sale,flat,10,53,3,138.0,-1,0,85000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/309671138/,Москва,sale,flat,13,25,3,88.4,-1,0,90000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317215141/,Москва,sale,flat,3,23,3,89.0,-1,0,94000000.0,Пресненский, Сергея Макеева,,Улица 1905 года,Квартал Life Time
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315753420/,Москва,sale,flat,18,21,3,106.0,-1,0,95000000.0,Хорошево-Мневники, Паршина,10,Серебряный Бор,Серебряный парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/311102689/,Москва,sale,flat,29,42,3,186.0,-1,0,95000000.0,Раменки,Мосфильмовская ,70к2,Ломоносовский проспект,Воробьевы Горы
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/307256093/,Москва,sale,flat,15,18,3,183.0,-1,0,95900000.0,Хорошевский, Гризодубовой,4К4,ЦСКА,Гранд-парк
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/313806808/,Москва,sale,flat,8,14,3,92.1,-1,0,96705000.0,Раменки,проспект Генерала Дорохова,39к1,Поклонная,Собрание клубных домов West Garden
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/310836678/,Москва,sale,flat,4,12,3,96.8,-1,0,97000000.0,Пресненский,Большой Палашевский переулок,3,Пушкинская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317566462/,Москва,sale,flat,11,12,3,130.0,-1,0,102000000.0,Якиманка,Ленинский проспект,13,Шаболовская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317573557/,Москва,sale,flat,13,14,2,62.5,-1,0,112500000.0,Пресненский,Электрический переулок,1к5Е,Белорусская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316994158/,Москва,sale,flat,5,7,3,130.0,-1,0,115000000.0,Замоскворечье, Малая Ордынка,3,Третьяковская,
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/303953557/,Москва,sale,flat,2,7,2,65.1,-1,0,125000000.0,Арбат, Арбат,39,Смоленская,Artisan
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314600078/,Москва,sale,flat,5,12,3,109.0,-1,0,139000000.0,Мещанский, Советской Армии,6,Достоевская,Barkli Park
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315410470/,Москва,sale,flat,2,7,3,123.75,-1,0,139837500.0,Якиманка, Большая Полянка,44,Полянка,Полянка/44
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302342877/,Москва,sale,flat,6,6,2,145.0,-1,0,144553499.0,Якиманка, Большая Полянка,61С2,Добрынинская,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303027207/,Москва,sale,flat,3,10,3,135.0,-1,0,145000000.0,Тверской,Страстной бульвар,10к1,Пушкинская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314364593/,Москва,sale,flat,2,5,2,67.4,-1,0,148990000.0,Басманный,Потаповский переулок,6С1,Чистые пруды,Абрикосов
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315408477/,Москва,sale,flat,6,7,3,105.4,-1,0,157046000.0,Якиманка,2-й Спасоналивковский переулок,6,Полянка,Полянка/44
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/315398470/,Москва,sale,flat,6,7,3,220.0,-1,0,160614999.0,Очаково-Матвеевское,Староволынская ,15к4,Матвеевская,Ближняя дача
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315353873/,Москва,sale,flat,4,6,3,137.0,-1,0,160000000.0,Таганский, Станиславского,11,Таганская,
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316021360/,Москва,sale,flat,5,7,3,121.1,-1,0,173173000.0,Якиманка, Большая Полянка,44/2,Полянка,Полянка/44
Бюро Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/316309397/,Москва,sale,flat,5,11,2,81.4,-1,0,172000000.0,Хамовники,Новодевичий проезд,6С2,Спортивная,ДОМ XXII
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302250937/,Москва,sale,flat,2,6,2,140.0,-1,0,192737999.0,Таганский,Серебряническая набережная,19,Чкаловская,АртХаус
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/313338946/,Москва,sale,flat,4,12,3,125.0,-1,0,200000000.0,Раменки, Сергея Бондарчука,4,Мичуринский проспект,Река
Бюро Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/313582128/,Москва,sale,flat,3,13,3,103.0,-1,0,200000000.0,Хамовники,Погодинская ,2,Фрунзенская,Жизнь на Плющихе
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/305880115/,Москва,sale,flat,2,14,3,184.0,-1,0,240922499.0,Арбат,Малый Новопесковский переулок,8,Смоленская,Дом на Смоленской набережной
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314217327/,Москва,sale,flat,10,17,2,200.3,-1,0,241241100.0,Арбат, Новый Арбат,29,Смоленская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316278864/,Москва,sale,flat,3,14,3,124.7,-1,0,290000000.0,Якиманка,Большой Толмачевский переулок,5С9,Третьяковская,Дом Лаврушинский
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315702571/,Москва,sale,flat,4,7,2,175.0,-1,0,439380456.0,Хамовники,Пречистенская набережная,17-19,Кропоткинская,Barkli Plaza
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/317410376/,Москва,sale,flat,5,5,3,231.0,-1,0,449839499.0,Красносельский,Сретенский бульвар,6/1С1,Тургеневская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312579534/,Москва,sale,flat,11,12,3,270.0,-1,0,480000000.0,Хамовники,1-й Неопалимовский переулок,8,Парк Культуры,Венский дом
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315209212/,Москва,sale,flat,11,12,3,230.32,-1,0,490000000.0,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315552461/,Москва,sale,flat,5,5,3,360.0,-1,0,1499900000.0,Хамовники,Молочный переулок,6,Парк Культуры,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/317817524/,Москва,sale,flat,1,5,-1,72.0,-1,0,3490000.0,Соколиная гора, 8-я Соколиной Горы,18К1,Соколиная гора,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315253392/,Москва,sale,flat,8,8,-1,30.0,-1,0,3900000.0,Раменки,Мосфильмовская ,39К3,Ломоносовский проспект,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/317720849/,Москва,sale,flat,16,24,3,78.0,-1,0,4420806.0,Выхино-Жулебино,Привольная ,56,Жулебино,Приволье
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/308640844/,Москва,sale,flat,2,12,1,41.89,-1,0,6590000.0,, Северная,13,Толстопальцево,
ID 12894163,unknown,https://www.cian.ru/sale/flat/316583450/,Москва,sale,flat,4,4,1,38.2,-1,0,6990000.0,Троицк, Георгия Скребицкого,7,,
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/317552667/,Москва,sale,flat,4,5,2,43.3,-1,0,7500000.0,,,8,Апрелевка,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316935952/,Москва,sale,flat,12,16,1,38.0,-1,0,7600000.0,Капотня,4-й кв-л,8,Люблино,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317756477/,Москва,sale,flat,2,14,1,32.67,-1,0,7950000.0,,,,Санино,Квартал Западный ЖК
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317159764/,Москва,sale,flat,8,9,1,32.6,-1,0,8000000.0,Ивановское, Сталеваров,8/22К1,Новогиреево,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316991254/,Москва,sale,flat,11,16,1,36.0,-1,0,8100000.0,Некрасовка,2-я Вольская ,26,Люберцы,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316767519/,Москва,sale,flat,7,9,1,34.8,-1,0,8100000.0,, Золотошвейная,7,Филатов Луг,Цветочные Поляны
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/317712878/,Москва,sale,flat,10,16,1,33.5,-1,0,8100000.0,, Яворки,1к5,Ватутинки,Кленовые Аллеи
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/312717216/,Москва,sale,flat,13,16,1,44.9,-1,0,8200000.0,,,23А,Апрелевка,Престиж
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317756609/,Москва,sale,flat,1,5,2,51.9,-1,0,8150000.0,, Жемчужная,1к14,Филатов Луг,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316586688/,Москва,sale,flat,9,9,1,32.8,-1,0,8300000.0,Алтуфьевский,Путевой проезд,26,Бескудниково,
ID 89633669,homeowner,https://www.cian.ru/sale/flat/316559309/,Москва,sale,flat,1,9,1,33.1,-1,0,8300000.0,Можайский,Беловежская ,95,Сетунь,
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/315441530/,Москва,sale,flat,5,12,1,29.3,-1,0,8600000.0,, 3-я Нововатутинская,15к1,Кедровая,"Новые Ватутинки, мкр. Центральный"
ДМД-НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/316878278/,Москва,sale,flat,5,12,1,35.3,-1,0,8790000.0,Южное Бутово,Южнобутовская ,62,Улица Горчакова,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/315139283/,Москва,sale,flat,8,9,1,34.8,-1,0,8800000.0,Новогиреево,Полимерная ,5,Кусково,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317649071/,Москва,sale,flat,1,5,3,69.1,-1,0,8990000.0,,,,,
FALCON GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316636190/,Москва,sale,flat,1,14,1,39.4,-1,0,8980000.0,Люблино,Совхозная ,3,Люблино,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316243521/,Москва,sale,flat,3,9,1,35.5,-1,0,8990000.0,Южное Бутово,Южнобутовская ,84,Бунинская аллея,
Диана Тухбатуллина,realtor,https://www.cian.ru/sale/flat/316421911/,Москва,sale,flat,3,5,1,33.0,-1,0,8980000.0,, Жемчужная,1к21,Филатов Луг,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317293142/,Москва,sale,flat,2,3,2,65.6,-1,0,9190000.0,, Вышгородская,25,Апрелевка,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315764514/,Москва,sale,flat,17,23,1,35.0,-1,0,9300000.0,,,к1,Коммунарка,Новая Звезда ЖК
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/313080829/,Москва,sale,flat,5,13,2,45.8,-1,0,9400000.0,,шоссе Рязановское,31к1,Силикатная,Алхимово
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317698893/,Москва,sale,flat,2,9,1,39.3,-1,0,9500000.0,Южное Бутово,проезд Чечерский,64,Бунинская аллея,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/315957058/,Москва,sale,flat,15,16,1,31.8,-1,0,9500000.0,Некрасовка, Маршала Еременко,5к1,Некрасовка,В некрасовке-2 
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/316874365/,Москва,sale,flat,3,5,1,31.0,-1,0,9500000.0,Свиблово,проезд Нансена,12К1,Свиблово,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317805071/,Москва,sale,flat,10,17,2,36.0,-1,0,9600000.0,Молжаниновский,Ленинградское шоссе,229Ак2,Новоподрезково,Молжаниново
ID 88424902,unknown,https://www.cian.ru/sale/flat/316368709/,Москва,sale,flat,2,5,1,39.0,-1,0,9600000.0,, Жемчужная,1к10,Филатов Луг,
Александр Тарасов,realtor,https://www.cian.ru/sale/flat/313434541/,Москва,sale,flat,1,3,1,43.0,-1,0,9550000.0,, Облепиховая,29,Ольховая,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314171750/,Москва,sale,flat,1,9,1,32.3,-1,0,9750000.0,Южное Тушино,Туристская ,2К1,Сходненская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/311245222/,Москва,sale,flat,14,25,2,39.7,-1,0,9790000.0,, Москвитина,5к4,Рассказовка,Город-парк Первый Московский
А.М.О.Н.,real_estate_agent,https://www.cian.ru/sale/flat/313390705/,Москва,sale,flat,8,12,2,38.6,-1,0,9800000.0,Преображенское,Большая Черкизовская ,32К5,Черкизовская,
ID 88424902,unknown,https://www.cian.ru/sale/flat/316418908/,Москва,sale,flat,9,9,1,35.0,-1,0,9780000.0,, Золотошвейная,3,Филатов Луг,Цветочные Поляны
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317063512/,Москва,sale,flat,4,5,1,33.0,-1,0,9900000.0,Перово,2-я Владимирская ,15К1,Перово,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315757449/,Москва,sale,flat,10,17,1,35.0,-1,0,9950000.0,Северное Тушино, Героев Панфиловцев,37К4,Сходненская,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/315987738/,Москва,sale,flat,4,12,2,38.4,-1,0,9980000.0,Перово, Металлургов,38,Перово,
Самолет Плюс Москва ЮГ,real_estate_agent,https://www.cian.ru/sale/flat/316125122/,Москва,sale,flat,3,9,1,32.7,-1,0,10200000.0,Чертаново Южное, Подольских Курсантов,18К1,Пражская,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/317335803/,Москва,sale,flat,1,9,1,32.7,-1,0,10199990.0,Кузьминки,Окская ,22/2,Кузьминки,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/316422402/,Москва,sale,flat,9,9,1,32.0,-1,0,10300000.0,Хорошево-Мневники,Карамышевская набережная,26к1,Народное Ополчение,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/316307080/,Москва,sale,flat,17,17,1,46.7,-1,0,10250000.0,Крюково,проспект Георгиевский,33Ак1,Зеленоград — Крюково,Жемчужина Зеленограда
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/302615932/,Москва,sale,flat,9,15,1,38.1,-1,0,10400000.0,Молжаниновский,Ленинградское шоссе,228к3,Молжаниново,1-й Ленинградский
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315761218/,Москва,sale,flat,2,3,1,35.0,-1,0,10489000.0,, Потаповская Роща,1к1,Потапово,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/317573919/,Москва,sale,flat,2,12,2,44.9,-1,0,10500000.0,Перово, Плющева,18К2,Перово,
RICCI жилая недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316332296/,Москва,sale,flat,6,9,1,30.9,-1,0,10490000.0,Нагатино-Садовники,проспект Андропова,50к1,Коломенская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315285325/,Москва,sale,flat,2,5,1,31.0,-1,0,10500000.0,Перово, Плющева,16,Перово,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314529859/,Москва,sale,flat,5,15,1,36.3,-1,0,10500000.0,Молжаниновский,Ленинградское шоссе,228к4,Молжаниново,1-й Ленинградский
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/313084247/,Москва,sale,flat,5,9,1,34.9,-1,0,10500000.0,Богородское,Миллионная ,13К1,Белокаменная,
СТРОЙИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/296104063/,Москва,sale,flat,12,25,1,39.9,-1,0,10608395.0,Некрасовка, Липчанского,10,Некрасовка,Некрасовка
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/305510471/,Москва,sale,flat,11,12,2,50.6,-1,0,10599999.0,Капотня,4-й кв-л,6,Люблино,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/312464548/,Москва,sale,flat,2,9,1,29.8,-1,0,10700000.0,Преображенское,Халтуринская ,17,Преображенская площадь,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304516413/,Москва,sale,flat,1,12,2,38.2,-1,0,10700000.0,Черемушки, Каховка,22К5,Зюзино,
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/316762119/,Москва,sale,flat,1,5,2,44.3,-1,0,10700000.0,Северное Тушино,Планерная ,16К1,Планерная,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314952668/,Москва,sale,flat,1,9,2,47.1,-1,0,10699999.0,Выхино-Жулебино, Чугунные Ворота,21К4,Юго-Восточная,
Олеся Суворова,realtor,https://www.cian.ru/sale/flat/316499086/,Москва,sale,flat,5,9,2,39.2,-1,0,10700000.0,Кузьминки, Федора Полетаева,38,Рязанский проспект,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316948463/,Москва,sale,flat,1,5,2,46.0,-1,0,10800000.0,Измайлово,7-я Парковая ,2К2,Первомайская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315163705/,Москва,sale,flat,9,14,1,37.9,-1,0,10800000.0,Южное Бутово, Адмирала Лазарева,38К1,Улица Горчакова,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/315436841/,Москва,sale,flat,8,9,2,46.1,-1,0,10800000.0,Ивановское,шоссе Энтузиастов,98К4,Новогиреево,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317756668/,Москва,sale,flat,1,12,2,38.0,-1,0,10800000.0,Можайский,Сколковское шоссе,8,Сетунь,
ГЦН,real_estate_agent,https://www.cian.ru/sale/flat/317142473/,Москва,sale,flat,8,16,1,37.4,-1,0,10800000.0,Солнцево,Производственная ,3,Солнцево,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/313731701/,Москва,sale,flat,12,14,2,38.4,-1,0,10790000.0,Бибирево, Корнейчука,22,Бибирево,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/316011817/,Москва,sale,flat,2,17,1,36.0,-1,0,10990000.0,Марьино,Братиславская ,5,Братиславская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303777743/,Москва,sale,flat,11,12,2,44.4,-1,0,11000000.0,Северное Тушино,бульвар Яна Райниса,32,Сходненская,
Самолет Плюс Москва ЮГ,real_estate_agent,https://www.cian.ru/sale/flat/315761244/,Москва,sale,flat,6,9,2,44.4,-1,0,11000000.0,Ховрино,Клинская ,9,Грачёвская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307344153/,Москва,sale,flat,1,9,1,32.9,-1,0,11000000.0,Коньково, Академика Волгина,13,Университет Дружбы Народов,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317688221/,Москва,sale,flat,11,12,2,50.4,-1,0,11000000.0,Бирюлево Восточное,Лебедянская ,23,Лебедянская,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/316125699/,Москва,sale,flat,6,12,2,41.7,-1,0,11000000.0,Старое Крюково,Зеленоград,к832,Зеленоград — Крюково,
Место,real_estate_agent,https://www.cian.ru/sale/flat/315213859/,Москва,sale,flat,9,9,1,36.0,-1,0,11190000.0,Бибирево, Корнейчука,36Б,Бибирево,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315986947/,Москва,sale,flat,10,12,1,39.7,-1,0,11299999.0,Марьино,Луговой проезд,7,Марьино,
UINVEST,real_estate_agent,https://www.cian.ru/sale/flat/316945664/,Москва,sale,flat,1,4,1,36.2,-1,0,11200000.0,, Потаповская Роща,6к2,Потапово,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316604052/,Москва,sale,flat,8,17,1,39.6,-1,0,11200000.0,Некрасовка,Покровская ,17к3,Некрасовка,Некрасовка
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315519854/,Москва,sale,flat,8,9,2,43.4,-1,0,11400000.0,Чертаново Центральное,Чертановская ,24К2,Южная,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/317622919/,Москва,sale,flat,15,17,1,38.6,-1,0,11350000.0,Новокосино,Новокосинская ,29,Новокосино,
